NAME;URL;DATE;ABI;GRAMMAR_JSON;EXTERNAL_SCANNER;DOWNLOAD
rasi;https://github.com/Fymyte/tree-sitter-rasi;2025-04-13;15;true;false;false
razor;https://github.com/tris203/tree-sitter-razor;2025-02-17;14;true;true;false
rbs;https://github.com/joker1007/tree-sitter-rbs;2025-01-04;14;true;false;false
re2c;https://github.com/alemuller/tree-sitter-re2c;2021-12-31;13;true;false;false
re2c;https://github.com/tree-sitter-grammars/tree-sitter-re2c;2024-09-25;14;true;false;false
readline;https://github.com/tree-sitter-grammars/tree-sitter-readline;2024-10-01;14;true;false;false
rec;https://github.com/amaanq/tree-sitter-rec;2022-05-20;13;true;false;false
regex;https://github.com/tree-sitter/tree-sitter-regex;2025-01-25;14;true;false;maybe
rego;https://github.com/FallenAngel97/tree-sitter-rego;2024-06-12;13;true;false;false
requirements;https://github.com/tree-sitter-grammars/tree-sitter-requirements;2025-07-06;14;true;false;false
rescript;https://github.com/rescript-lang/tree-sitter-rescript;2025-03-03;15;true;true;false
rnoweb;https://github.com/bamonroe/tree-sitter-rnoweb;2022-10-20;13;true;true;false
robot;https://github.com/Hubro/tree-sitter-robot;2025-05-01;14;true;false;false
robots;https://github.com/opa-oz/tree-sitter-robots-txt;2024-06-29;14;true;true;false
roc;https://github.com/faldor20/tree-sitter-roc;2025-06-30;14;true;true;false
ron;https://github.com/tree-sitter-grammars/tree-sitter-ron;2024-05-05;14;true;true;false
rst;https://github.com/stsewd/tree-sitter-rst;2025-02-23;14;true;true;false
rtf;https://github.com/GoodNotes/tree-sitter-rtf;2024-10-16;-;false;false;false
ruby;https://github.com/tree-sitter/tree-sitter-ruby;2025-01-30;14;true;true;false
runescript;https://github.com/2004Scape/tree-sitter-runescript;2024-11-06;14;true;true;false
rust;https://github.com/tree-sitter/tree-sitter-rust;2025-04-02;15;true;true;false
satysfi;https://github.com/monaqa/tree-sitter-satysfi;2023-04-09;14;true;true;false
scala;https://github.com/tree-sitter/tree-sitter-scala;2025-06-08;14;true;true;false
scfg;https://git.sr.ht/~rockorager/tree-sitter-scfg;2024-07-10;-;false;false;false
scfg;https://github.com/rockorager/tree-sitter-scfg;2025-01-23;-;true;false;false
scheme;https://github.com/6cdh/tree-sitter-scheme;2025-05-25;14;true;false;false
scilab;https://github.com/nicolas-graves/tree-sitter-scilab;2025-01-10;-;false;false;false
scss;https://github.com/serenadeai/tree-sitter-scss;2022-02-03;13;true;true;false
sdml;https://github.com/sdm-lang/tree-sitter-sdml;2025-05-27;14;true;false;false
sexp;https://github.com/AbstractMachinesLab/tree-sitter-sexp;2020-12-05;12;true;false;false
sflog;https://github.com/aheber/tree-sitter-sfapex;2025-02-12;14;true;false;false
slang;https://github.com/theHamsta/tree-sitter-slang;2025-06-03;14;true;true;false
slim;https://github.com/theoo/tree-sitter-slim;2025-06-15;14;true;true;false
slint;https://github.com/slint-ui/slint;2025-06-20;-;false;false;false
slint;https://github.com/slint-ui/tree-sitter-slint;2025-07-13;15;true;false;false
smali;https://git.sr.ht/~yotam/tree-sitter-smali;2023-05-13;14;true;true;false
smali;https://github.com/tree-sitter-grammars/tree-sitter-smali;2024-05-05;14;true;true;false
smallbasic;https://github.com/comom87/tree-sitter-smallbasic;2025-04-27;14;true;false;false
smalltalk;https://github.com/tom95/tree-sitter-smalltalk;2023-10-05;13;true;false;false
smarty;https://github.com/Kibadda/tree-sitter-smarty;2023-11-15;13;true;false;false
smithy;https://github.com/indoorvivants/tree-sitter-smithy;2025-05-13;14;true;false;false
sml;https://github.com/MatthewFluet/tree-sitter-sml;2025-05-22;15;true;true;false
snakemake;https://github.com/osthomas/tree-sitter-snakemake;2025-01-04;14;true;true;false
solidity;https://github.com/JoranHonig/tree-sitter-solidity;2025-01-29;14;true;false;false
soql;https://github.com/aheber/tree-sitter-sfapex;2025-02-12;14;true;false;false
sosl;https://github.com/aheber/tree-sitter-sfapex;2025-02-12;14;true;false;false
souffle;https://github.com/langston-barrett/tree-sitter-souffle;2022-10-24;13;true;false;false
sourcepawn;https://github.com/nilshelmig/tree-sitter-sourcepawn;2025-06-14;14;true;true;false
sparql;https://github.com/GordianDziwis/tree-sitter-sparql;2024-06-24;13;true;false;false
sql;https://github.com/tjdevries/tree-sitter-sql;2021-04-06;13;true;false;true
sql;https://github.com/DerekStride/tree-sitter-sql;2025-04-11;-;false;true;false
sql_bigquery;https://github.com/takegue/tree-sitter-sql-bigquery;2025-01-20;14;true;true;false
sqlite;https://github.com/dhcmrlchtdj/tree-sitter-sqlite;2023-06-24;14;true;false;false
squirrel;https://github.com/tree-sitter-grammars/tree-sitter-squirrel;2024-07-07;14;true;true;false
ssh_client_config;https://github.com/metio/tree-sitter-ssh-client-config;2025-07-18;14;true;false;false
ssh_config;https://github.com/tree-sitter-grammars/tree-sitter-ssh-config;2025-06-23;14;true;false;false
stan;https://github.com/WardBrian/tree-sitter-stan;2024-10-01;14;true;false;false
starlark;https://github.com/tree-sitter-grammars/tree-sitter-starlark;2024-12-04;14;true;true;false
strace;https://github.com/sigmaSd/tree-sitter-strace;2023-10-29;14;true;false;false
styled;https://github.com/mskelton/tree-sitter-styled;2025-02-24;14;true;true;false
supercollider;https://github.com/madskjeldgaard/tree-sitter-supercollider;2024-09-21;14;true;true;false
superhtml;https://github.com/kristoff-it/superhtml;2025-07-15;14;true;true;false
surface;https://github.com/connorlay/tree-sitter-surface;2022-01-18;13;true;false;false
surrealdb;https://github.com/DariusCorvus/tree-sitter-surrealdb;2024-02-20;14;true;false;false
svelte;https://github.com/Himujjal/tree-sitter-svelte;2024-09-06;14;true;true;false
svelte;https://github.com/tree-sitter-grammars/tree-sitter-svelte;2024-10-19;14;true;true;maybe
sway;https://github.com/FuelLabs/tree-sitter-sway;2024-11-11;14;true;true;false
swift;https://github.com/alex-pinkus/tree-sitter-swift;2025-07-20;-;true;true;maybe
sxhkdrc;https://github.com/RaafatTurki/tree-sitter-sxhkdrc;2022-08-31;13;true;false;false
systemrdl;https://github.com/SystemRDL/tree-sitter-systemrdl;2024-05-12;-;false;false;false
systemtap;https://github.com/ok-ryoko/tree-sitter-systemtap;2024-08-07;14;true;false;false
systemverilog;https://github.com/gmlarumbe/tree-sitter-systemverilog;2025-07-24;15;true;false;false
t32;https://codeberg.org/xasc/tree-sitter-t32;2025-07-19;15;true;true;false
tablegen;https://github.com/tree-sitter-grammars/tree-sitter-tablegen;2024-05-05;14;true;true;false
tablegen;https://github.com/Flakebi/tree-sitter-tablegen;2024-10-04;14;true;true;false
tact;https://github.com/tact-lang/tree-sitter-tact;2025-05-01;14;true;false;false
tcl;https://github.com/tree-sitter-grammars/tree-sitter-tcl;2025-04-08;15;true;true;false
teal;https://github.com/euclidianAce/tree-sitter-teal;2025-05-14;15;true;true;false
templ;https://github.com/vrischmann/tree-sitter-templ;2025-06-15;15;true;true;false
tera;https://github.com/uncenter/tree-sitter-tera;2025-07-22;15;true;true;false
terraform;https://github.com/tree-sitter-grammars/tree-sitter-hcl;2025-06-15;15;true;true;false
textproto;https://github.com/PorterAtGoogle/tree-sitter-textproto;2024-10-16;14;true;false;false
thrift;https://github.com/tree-sitter-grammars/tree-sitter-thrift;2023-10-23;14;true;false;false
tiger;https://github.com/ambroisie/tree-sitter-tiger;2025-03-13;14;true;true;false
tlaplus;https://github.com/tlaplus-community/tree-sitter-tlaplus;2025-05-21;14;true;true;false
tmux;https://github.com/Freed-Wu/tree-sitter-tmux;2024-08-04;14;true;false;false
todotxt;https://github.com/arnarg/tree-sitter-todotxt;2024-01-15;13;true;false;false
toml;https://github.com/ikatyang/tree-sitter-toml;2021-05-11;13;true;true;false
toml;https://github.com/tree-sitter-grammars/tree-sitter-toml;2024-12-02;14;true;true;maybe
tsq;https://github.com/the-mikedavis/tree-sitter-tsq;2022-07-03;13;true;false;false
tsq;https://github.com/tree-sitter/tree-sitter-tsq;2024-02-24;13;true;false;false
tsv;https://github.com/tree-sitter-grammars/tree-sitter-csv;2024-04-27;14;true;false;false
tsx;https://github.com/tree-sitter/tree-sitter-typescript;2025-01-30;14;true;true;maybe
tucan;https://github.com/mrnugget/tree-sitter-tucan;2022-10-28;13;true;false;false
tucanir;https://github.com/mrnugget/tree-sitter-tucanir;2022-06-19;13;true;false;false
turtle;https://github.com/GordianDziwis/tree-sitter-turtle;2024-07-02;14;true;false;false
twig;https://github.com/kaermorchen/tree-sitter-twig;2025-05-16;14;true;true;false
twig;https://github.com/gbprod/tree-sitter-twig;2025-07-16;14;true;false;false
twitchchat;https://github.com/rockerBOO/tree-sitter-twitchchat;2020-12-04;12;true;false;false
typescript;https://github.com/tree-sitter/tree-sitter-typescript;2025-01-30;14;true;true;maybe
typespec;https://github.com/happenslol/tree-sitter-typespec;2025-06-21;15;true;false;false
typoscript;https://github.com/Teddytrombone/tree-sitter-typoscript;2025-03-13;14;true;false;false
typst;https://github.com/SeniorMars/tree-sitter-typst;2023-04-05;14;true;true;false
typst;https://github.com/uben0/tree-sitter-typst;2025-02-10;14;true;true;false
udev;https://github.com/tree-sitter-grammars/tree-sitter-udev;2025-07-18;15;true;false;false
ungrammar;https://github.com/tree-sitter-grammars/tree-sitter-ungrammar;2023-02-27;14;true;false;false
unifieddiff;https://github.com/monaqa/tree-sitter-unifieddiff;2022-12-23;14;true;true;false
unison;https://github.com/kylegoetz/tree-sitter-unison;2025-03-05;14;true;true;false
usd;https://github.com/ColinKennedy/tree-sitter-usd;2024-04-28;14;true;false;false
uxntal;https://github.com/Jummit/tree-sitter-uxntal;2024-03-23;14;true;false;false
uxntal;https://github.com/tree-sitter-grammars/tree-sitter-uxntal;2024-05-05;14;true;true;false
v;https://github.com/nedpals/tree-sitter-v;2022-10-30;13;true;true;false
v;https://github.com/vlang/vls;2024-02-04;14;true;true;false
v;https://github.com/vlang/v-analyzer;2025-07-08;14;true;false;true
vala;https://github.com/vala-lang/tree-sitter-vala;2024-10-30;13;true;false;false
vbnet;https://github.com/CodeAnt-AI/tree-sitter-vb-dotnet;2025-07-24;15;true;false;false
vento;https://github.com/ventojs/tree-sitter-vento;2024-12-29;14;true;true;false
verilog;https://github.com/gmlarumbe/tree-sitter-verilog;2023-01-20;13;true;false;false
verilog;https://github.com/tree-sitter/tree-sitter-verilog;2024-11-11;14;true;false;false
vespa;https://github.com/bartek/tree-sitter-vespa;2023-02-07;14;true;false;false
vhdl;https://github.com/alemuller/tree-sitter-vhdl;2022-01-08;13;true;false;false
vhdl;https://github.com/jpt13653903/tree-sitter-vhdl;2025-07-22;15;true;true;false
vhs;https://github.com/charmbracelet/tree-sitter-vhs;2025-03-26;14;true;false;false
vim;https://github.com/tree-sitter-grammars/tree-sitter-vim;2025-07-12;15;true;true;false
vimdoc;https://github.com/neovim/tree-sitter-vimdoc;2025-05-16;15;true;false;false
vrl;https://github.com/belltoy/tree-sitter-vrl;2024-07-31;14;true;false;false
vue;https://github.com/tree-sitter-grammars/tree-sitter-vue;2023-07-04;14;true;true;false
wast;https://github.com/wasm-lsp/tree-sitter-wasm;2022-05-17;13;true;false;false
wat;https://github.com/wasm-lsp/tree-sitter-wasm;2022-05-17;13;true;false;false
wgsl;https://github.com/gpuweb/tree-sitter-wgsl;2025-09-10;-;false;true;false
wgsl;https://github.com/mehmetoguzderin/tree-sitter-wgsl;2022-06-14;13;true;true;false
wgsl;https://github.com/szebniok/tree-sitter-wgsl;2023-01-09;13;true;true;false
wgsl_bevy;https://github.com/tree-sitter-grammars/tree-sitter-wgsl-bevy;2024-06-22;14;true;true;false
wing;https://github.com/winglang/tree-sitter-wing;2024-09-03;14;true;true;false
wing;https://github.com/winglang/wing;2025-02-03;-;true;true;false
wit;https://github.com/hh9527/tree-sitter-wit;2022-10-31;14;false;false;false
wit;https://github.com/bytecodealliance/tree-sitter-wit;2025-06-30;15;true;true;false
x86asm;https://github.com/bearcove/tree-sitter-x86asm;2023-10-08;13;true;false;maybe
xcompose;https://github.com/tree-sitter-grammars/tree-sitter-xcompose;2025-07-17;15;true;false;false
xml;https://github.com/dorgnarg/tree-sitter-xml;2021-02-14;12;true;false;false
xml;https://github.com/panicinc/tree-sitter-xml;2025-04-22;14;true;true;false
xml;https://github.com/tree-sitter-grammars/tree-sitter-xml;2025-06-03;14;true;true;true
xquery;https://github.com/grantmacken/tree-sitter-xquery;2023-06-06;14;true;false;false
xresources;https://github.com/ValdezFOmar/tree-sitter-xresources;2025-07-13;15;true;false;false
yaml;https://github.com/tree-sitter-grammars/tree-sitter-yaml;2025-05-28;14;true;true;maybe
yang;https://github.com/Hubro/tree-sitter-yang;2022-11-21;13;true;false;false
yuck;https://github.com/tree-sitter-grammars/tree-sitter-yuck;2024-05-05;14;true;true;false
zathurarc;https://github.com/Freed-Wu/tree-sitter-zathurarc;2024-08-04;14;true;false;false
zeek;https://github.com/zeek/tree-sitter-zeek;2025-07-01;14;true;false;false
zig;https://github.com/ziglibs/tree-sitter-zig;2023-09-27;-;false;false;false
zig;https://github.com/GrayJack/tree-sitter-zig;2024-05-23;14;true;false;false
zig;https://github.com/maxxnino/tree-sitter-zig;2024-10-13;14;true;false;false
zig;https://github.com/tree-sitter-grammars/tree-sitter-zig;2024-12-21;14;true;false;true
ziggy;https://github.com/kristoff-it/ziggy;2025-07-23;14;true;false;false
ziggy_schema;https://github.com/kristoff-it/ziggy;2025-07-23;14;true;false;false
